등급,어휘,표준동형어번호,품사,어종,원어,의미,분야
2등급,뜻밖,0,명사,고유어,,전혀 생각이나 예상을 하지 못함.,일반어
2등급,뜻하다,0,동사,고유어,,"[1]「1」무엇을 할 마음을 먹다.
[1]「2」미리 생각하거나 헤아리다.
[2]어떤 의미를 가지다.",일반어/일반어
2등급,띄다,1,동사,고유어,,"[1]「1」‘뜨이다02[1]「1」’의 준말.
[1]「2」‘뜨이다02[1]「2」’의 준말.
[2]「1」‘뜨이다02[2]「1」’의 준말.
[2]「2」‘뜨이다02[2]「2」’의 준말.
[2]「3」‘뜨이다02[2]「3」’의 준말.",일반어/일반어/일반어/일반어/일반어
2등급,라인,1,명사,외래어,line,"「1」그어 놓은 금이나 줄.
「2」스포츠에서, 경기장의 경계를 나타내기 위하여 그은 선.
「3」기업에서, 구매ㆍ제조ㆍ운반ㆍ판매 따위의 활동을 나누어 수행하고 있는 부문.",일반어/전문어(체육)/전문어(경영)
2등급,라일락,0,명사,외래어,lilac,"물푸레나뭇과의 낙엽 활엽 소교목. 높이는 5미터 정도이며, 잎은 마주나고 달걀 모양 또는 심장 모양이다. 봄에 옅은 자주색, 파란색, 흰색 따위의 꽃이 끝이 네 갈래가 진 작은 대롱 모양을 이루며 원추(圓錐) 화서로 핀다. 향기가 좋아 관상용으로 많이 재배한다. 동유럽이 원산지이다.",전문어(식물)
2등급,램프,1,명사,외래어,lamp,"「1」기계의 작동 상태나 과정 따위를 나타내 보이는 등.
「2」석유를 넣은 그릇의 심지에 불을 붙이고 유리로 만든 등피를 끼운 등.
「3」알코올램프와 같은 가열용 장치.",일반어/일반어/일반어
2등급,레벨,1,명사,외래어,level,지위나 품질 따위의 일정한 표준이나 정도.,일반어
2등급,레슬링,0,명사,외래어,wrestling,"두 사람의 경기자가 매트 위에서 맨손으로 맞붙어 상대편의 두 어깨를 1초 동안 바닥에 닿게 함으로써 승부를 겨루는 격투기. 선수의 몸무게에 따라 열 체급으로 나뉘고, 경기 방식에 따라 그레코로만형과 자유형이 있다．",전문어(체육)
2등급,레이저,0,명사,외래어,laser,분자 안에 있는 전자 또는 분자 자체의 들뜬상태 입자들을 모이게 한 후 동시에 낮은 상태로 전이시킴으로써 보강 간섭을 이용하여 빛을 증폭하는 장치.,전문어(물리)
2등급,레일,0,명사,외래어,rail,"「1」철도 차량이나 전차 따위를 달리게 하기 위하여 땅 위에 까는 가늘고 긴 강철재(鋼鐵材).
「2」침목 위에 철제의 궤도를 설치하고, 그 위로 차량을 운전하여 여객과 화물을 운송하는 시설.",일반어/일반어
2등급,롤러코스터,0,명사,외래어,roller coaster,급경사ㆍ급커브의 레일 위나 360도로 돌아가는 레일 위를 아주 빠르게 달리거나 오르내리도록 만들어진 놀이기구.,일반어
2등급,리더,0,명사,외래어,leader,조직이나 단체 따위에서 전체를 이끌어 가는 위치에 있는 사람.,일반어
2등급,리듬,0,명사,외래어,rhythm,"「1」음의 장단이나 강약 따위가 반복될 때의 그 규칙적인 음의 흐름.
「2」일정한 규칙에 따라 반복되는 움직임을 이르는 말.
「3」선, 형, 색의 비슷한 반복을 통하여 이루는 통일된 율동감. 즉 농담, 명암 따위가 규칙적으로 반복되거나 배열된 상태를 가리킨다.",전문어(음악)/일반어/전문어(미술)
2등급,리을,0,명사,고유어,,한글 자모 ‘ㄹ’의 이름.,전문어(언어)
2등급,리코더,0,명사,외래어,recorder,"세로로 부는, 플루트의 한 종류인 목관 악기. 부드럽고 밝은 음색을 지닌다.",전문어(음악)
2등급,링,1,명사,외래어,ring,"「1」고리 모양의 물건.
「2」권투나 프로 레슬링 경기의 경기장.
「3」링 운동에서, 늘어진 두 줄의 로프 끝에 매달아 손으로 잡게 된 쇠고리.
「4」링을 사용하여 턱걸이, 물구나무서기 따위의 기술을 펼치는 남자 체조 경기 종목.
「5」피임을 목적으로 자궁안에 넣는 특수 기구. 원판이나 고리 모양으로 난자의 착상을 방해한다.",일반어/전문어(체육)/전문어(체육)/전문어(체육)/전문어(의학)
2등급,마구마구,0,부사,고유어,,"「1」정도가 지나친 데가 있을 정도로 몹시 세차게. 또는 아주 심하게.
「2」정도가 지나친 데가 있을 정도로 아무렇게나 함부로.",일반어/일반어
2등급,마구잡이,0,명사,고유어,,이것저것 생각하지 아니하고 닥치는 대로 마구 하는 짓.,일반어
2등급,마귀,0,명사,한자어,魔鬼,"「1」요사스럽고 못된 잡귀를 통틀어 이르는 말.
「2」적대자라는 뜻으로, 하나님과 대립하여 존재하는 악(惡)을 인격화하여 이르는 말.",일반어/전문어(기독교)
2등급,마귀할멈,0,명사,혼종어,魔鬼할멈,옛날이야기에 나오는 늙고 요사스럽고 못된 귀신.,일반어
2등급,마누라,0,명사,고유어,,"「1」중년이 넘은 아내를 허물없이 이르는 말.
「2」중년이 넘은 여자를 속되게 이르는 말.",일반어/일반어
2등급,마디,1,명사,고유어,,"「1」대, 갈대, 나무 따위의 줄기에서 가지나 잎이 나는 부분. 잘록하거나 도드라져 있다.
「2」뼈와 뼈가 맞닿은 부분.
「3」실, 새끼, 줄 따위가 엉키거나 맺힌 부분.
「4」말, 글, 노래 따위의 한 도막.
「5」곤충, 환형동물, 절지동물 따위의 몸을 이룬 낱낱의 부분.
「6」정상 진동 또는 정상파에서 진폭이 0 또는 극소가 되는 부분.
「7」주어와 술어를 갖추었으나 독립하여 쓰이지 못하고 다른 문장의 한 성분으로 쓰이는 단위.
「8」악보에서, 세로줄과 세로줄로 구분된 부분.",일반어/일반어/일반어/일반어/전문어(동물)/전문어(물리)/전문어(언어)/전문어(음악)
2등급,마땅히,0,부사,고유어,,"「1」행동이나 대상 따위가 일정한 조건에 어울릴 정도로 알맞게.
「2」흡족하게 마음에 들 정도로.
「3」그렇게 하거나 되는 것이 이치로 보아 옳게.",일반어/일반어/일반어
2등급,마라톤,0,명사,외래어,marathon,육상 경기에서 42.195km를 달리는 장거리 경주 종목. 기원전 490년 아테네의 용사가 전쟁터인 마라톤에서 아테네까지 달려와 전승의 소식을 전하고는 죽었다는 데서 유래한다.,전문어(체육)
2등급,마법사,0,명사,한자어,魔法師,마법을 부리는 사람.,일반어
2등급,마비,2,명사,한자어,痲痹/麻痺,"「1」신경이나 근육이 형태의 변화 없이 기능을 잃어버리는 일. 감각이 없어지고 힘을 제대로 쓰지 못하게 된다.
「2」본래의 기능이 둔하여지거나 정지되는 일을 비유적으로 이르는 말.",전문어(의학)/일반어
2등급,마비되다,0,동사,혼종어,痲痹되다/麻痺되다,"「1」신경이나 근육이 형태의 변화 없이 기능을 잃어버리다. 감각이 없어지고 힘을 제대로 쓰지 못하게 된다.
「2」(비유적으로) 본래의 기능이 둔하여지거나 정지되다.",전문어(의학)/일반어
2등급,마사지,0,명사,외래어,massage,"「1」손으로 몸을 두드리거나 주물러서 피의 순환을 도와주는 일.
「2」피부를 문질러서 곱고 건강하게 하는 일. 또는 그런 미용법.",일반어/일반어
2등급,마우스,2,명사,외래어,mouse,"컴퓨터 입력 장치의 하나. 책상 위 따위에서 움직이면 그에 따라 화면에 나타난 커서(cursor)가 움직이며, 위에 있는 버튼을 눌러 명령어를 선택하거나 프로그램을 실행한다.",전문어(정보·통신)
2등급,마음가짐,0,명사,고유어,,마음의 자세.,일반어
2등급,마저,0,부사/조사,고유어,,"[Ⅰ]남김없이 모두.
[Ⅱ]이미 어떤 것이 포함되고 그 위에 더함의 뜻을 나타내는 보조사. 하나 남은 마지막임을 나타낸다.",일반어/일반어
2등급,마취,0,명사,한자어,痲醉,"「1」약물 따위를 이용하여 얼마 동안 의식이나 감각을 잃게 함.
「2」사상이나 이념 따위에 의하여 판단력을 잃게 됨을 이르는 말.",일반어/일반어
2등급,마침표,1,명사,혼종어,마침標,"「1」문장 부호의 하나. ‘.’의 이름이다. 서술ㆍ명령ㆍ청유 따위를 나타내는 문장의 끝에 쓰거나, 아라비아 숫자로 특정한 의미가 있는 날을 표시할 때, 장, 절, 항 등을 표시하는 문자나 숫자 다음에 쓴다.
「2」이전 문장 부호 규정에서 온점(.), 고리점(˳), 물음표(?), 느낌표(!)를 아울러 이르던 말. 2015년 문장 부호 규정 개정 시(2015년 1월 1일 시행)에 이 조항이 삭제되었다.",전문어(언어)/전문어(언어)
2등급,마트,2,명사,외래어,mart,대형 할인 매장이나 비교적 큰 규모의 소매점 따위를 이르는 말.,일반어
2등급,막걸리,0,명사,고유어,,우리나라 고유한 술의 하나. 맑은술을 떠내지 아니하고 그대로 걸러 짠 술로 빛깔이 흐리고 맛이 텁텁하다.,일반어
2등급,막내딸,0,명사,고유어,,맨 나중에 낳은 딸.,일반어
2등급,막내아들,0,명사,고유어,,맨 나중에 낳은 아들.,일반어
2등급,막상,1,부사,고유어,,어떤 일에 실지로 이르러.,일반어
2등급,만,1,의존 명사,고유어,,"「1」‘앞말이 가리키는 동안이나 거리’를 나타내는 말.
「2」‘앞말이 가리키는 횟수를 끝으로’의 뜻을 나타내는 말.",일반어/일반어
2등급,만남,0,명사,고유어,,만나는 일.,일반어
2등급,만둣국,0,명사,혼종어,饅頭국,만두를 넣고 끓인 국.,일반어
2등급,만점,0,명사,한자어,滿點,"「1」규정한 점수에 꽉 찬 점수.
「2」부족함이 없이 아주 만족할 만한 정도.",일반어/일반어
2등급,만족스럽다,0,형용사,혼종어,滿足스럽다,매우 만족할 만한 데가 있다.,일반어
2등급,만지작거리다,0,동사,고유어,,가볍게 주무르듯이 자꾸 만지다.,일반어
2등급,만치,0,의존명사/조사,고유어,,"[Ⅰ]「1」앞의 내용에 상당한 수량이나 정도임을 나타내는 말.
[Ⅰ]「2」뒤에 나오는 내용의 원인이나 근거가 됨을 나타내는 말.
[Ⅱ]「1」앞말과 비슷한 정도나 한도임을 나타내는 격 조사.
[Ⅱ]「2」앞말에 한정됨을 나타내는 보조사.",일반어/일반어/일반어/일반어
2등급,말기,3,명사,한자어,末期,"「1」정해진 기간이나 일의 끝이 되는 때나 시기.
「2」유사 분열에서, 염색체가 두 극에서 휴지핵으로 돌아가는 시기.",일반어/전문어(생명)
2등급,말끝,0,명사,고유어,,"「1」한마디 말이나 한 차례 말의 맨 끝.
「2」말의 첫머리.",일반어/일반어
2등급,말리다,1,동사,고유어,,"[1]「1」어떤 사건에 휩쓸려 들어가다.
[1]「2」종이나 김 따위의 얇고 넓적한 물건에 내용물이 넣어져 돌돌 감겨 싸이다. ‘말다01「2」’의 피동사.
[2]넓적한 물건이 돌돌 감겨 원통형으로 겹치게 되다. ‘말다01「1」’의 피동사.",일반어/일반어
2등급,말문,1,명사,혼종어,말門,"「1」말을 할 때에 여는 입.
「2」말을 꺼내는 실마리.",일반어/일반어
2등급,말씀드리다,0,동사,고유어,,윗사람에게 공손하게 말하다.,일반어
2등급,망,7,명사,한자어,網,"「1」그물처럼 만들어 가려 두거나 치거나 하는 물건을 통틀어 이르는 말.
「2」그물처럼 얽혀 있는 조직이나 짜임새의 뜻을 나타내는 말.
「3」랜(LAN)이나 모뎀 따위의 통신 설비를 갖춘 컴퓨터를 이용하여 서로 연결시켜 주는 조직이나 체계.",일반어/일반어/전문어(정보·통신)
2등급,망고,3,명사,외래어,mango,"「1」옻나뭇과의 상록 교목. 높이는 30미터 정도이며, 잎은 어긋나고 두꺼운 피침 모양으로 털이 없다. 1~4월에 붉은빛이 도는 흰 꽃이 가지 끝에 원추(圓錐) 화서로 피고 열매는 즙액이 많아 식용한다. 말레이반도, 미얀마, 인도 북부가 원산지로 열대 지방에서 과실나무로 많이 재배한다.
「2」‘「1」’의 열매.",전문어(식물)/일반어
2등급,망신,2,명사,한자어,亡身,"말이나 행동을 잘못하여 자기의 지위, 명예, 체면 따위를 손상함.",일반어
2등급,망토,0,명사,외래어,manteau,"소매가 없이 어깨 위로 걸쳐 둘러 입도록 만든 외투. 남녀가 다 입으며, 손을 내놓는 아귀가 있다.",일반어
2등급,맞벌이,0,명사,고유어,,부부가 모두 직업을 가지고 돈을 벎. 또는 그런 일.,일반어
2등급,맞서다,0,동사,고유어,,"[1]「1」서로 마주 서다.
[1]「2」서로 굽히지 아니하고 마주 겨루어 버티다.
[2]어떤 상황에 부닥치거나 직면하다.",일반어/일반어
2등급,맞장구,0,명사,고유어,,"「1」남의 말에 덩달아 호응하거나 동의하는 일.
「2」둘이 마주 서서 장구를 치는 일.",일반어/일반어
2등급,매기다,0,동사,고유어,,"「1」일정한 기준에 따라 사물의 값이나 등수 따위를 정하다.
「2」일정한 숫자나 표지를 적어 넣다.",일반어/일반어
2등급,매년,0,명사/부사,한자어,每年,"[Ⅰ]한 해 한 해.
[Ⅱ]해마다.",일반어/일반어
2등급,매달,0,명사/부사,혼종어,每달,"[Ⅰ]한 달 한 달.
[Ⅱ]달마다.",일반어/일반어
2등급,매력,0,명사,한자어,魅力,사람의 마음을 사로잡아 끄는 힘.,일반어
2등급,매력적,0,명사/관형사,한자어,魅力的,"[Ⅰ]사람의 마음을 사로잡아 끄는 힘이 있는 것.
[Ⅱ]사람의 마음을 사로잡아 끄는 힘이 있는.",일반어/일반어
2등급,매번,0,명사/부사,한자어,每番,"[Ⅰ]각각의 차례.
[Ⅱ]매 때마다.",일반어/일반어
2등급,매섭다,0,형용사,고유어,,"「1」남이 겁을 낼 만큼 성질이나 기세 따위가 매몰차고 날카롭다.
「2」정도가 매우 심하다.
「3」비판이나 비난, 공격 따위가 이치에 맞고 날카로워 두려움을 주는 상태이다.",일반어/일반어/일반어
2등급,매연,2,명사,한자어,煤煙,"「1」연료가 탈 때 나오는, 그을음이 섞인 연기. 특히 탄소 화합물의 불완전 연소로 생기는 오염 물질을 이른다.
「2」석탄의 그을음.
「3」연기 속에 섞여 나오는 검은 가루. 또는 구들장 밑이나 굴뚝 따위에 끈끈하게 엉키어 붙은 그을음.",일반어/일반어/일반어
