韓国語,品詞,日本語訳,定義,target_codes
어,感動詞,あ。あら。や。おお。わあ | あ。あら。おお。わあ | あ。やれやれ | あ。おい。ほら | あ。おお | あの。ええ,驚き、うろたえ、焦りなどの感情を表す時に発する語。 | 喜びや感動を表す時に発する語。 | 心配、懸念、嘆きの感情を表す時に発する語。 | 呼びかけたり注意を引いたりする時に発する語。 | 知らなかったことに気付いた時に発する語。 | ためらいながら言い出す時に発する語。,26153
어깨,名詞,かた【肩】 | かた【肩】 | ならずもの【ならず者】。ごろつき。やくざ,首の付け根から腕が胴体に接続する部分の上部にかけての部分。 | 服の袖がついた縫い目と襟の間の部分。 | 力や暴力を振るう無頼漢を俗にいう語。,29970
어느,冠形詞,どの。どんな | ある | どの | どれ。どの,多くの中でどんな。 | 確実でないか、はっきり言う必要がない事物・人・時・場所などを指す語。 | どんなものでも。 | ある程度、少し。または、程度・数・量などがどれぐらいなのかを聞く時に使う語。,62822
어두운색,名詞,あんしょく【暗色】。くらいいろ【暗い色】。ダークカラー,暗くて鮮明さの度合いが低い色。,91227
어둡다,形容詞,くらい【暗い】 | くらい【暗い】 | くらい【暗い】 | くらい【暗い】。きたいできない【期待できない】 | くらい【暗い】。ふあんないだ【不案内だ】 | よわい【弱い】。とおい【遠い】 | くらい【暗い】 | うとい【疎い】 | くらむ【眩む・暗む】,光が無いか弱くて、明るくない。 | 色が濃くて、重い感じがする。 | 雰囲気・表情・性格などが憂鬱で重い。 | 希望がなく、絶望的で先が見えない。 | 人や社会が知恵がなく、考えが足りない。 | 目がよく見えないか、耳がよく聞こえない状態だ。 | 変で疑わしい、または不機嫌な感じがする。 | ある事物や分野についてよく知らない状態だ。 | ある物に欲を出す。,89860
어디,代名詞/感動詞,どこ | どこ | どこか | どことなく。なんとなく | どこだとおもって【どこだと思って】。なんだとおもって【何だと思って】 | まったく【全く】。どこまでも | よし。どれ,知らない場所を指す語。 | 聞き手に明らかにしていない、ある場所を指す語。 | 決まっていないか、はっきり言えない、ある場所を指す語。 | 何々だとはっきり言いにくいことを指す語。 | 数量・範囲・場所などがとてもすごいことを指す語。 | 他の可能性が全くないことを指す語。 | ある事を成し遂げようとして、機会をうかがったり念を押したりするのに用いる語。 | 反語的に聞く時、その意味を強調するのに用いる語。 | 人の注意を呼びかけるのに用いる語。,"60319,60320"
어떠하다,形容詞,どうだ。どんな,考え、感じ、状態、都合などがどういうふうになっている。,72244
어떤,冠形詞,どんな。どのような。どういう | どの【何の】 | ある【或る】 | どんな。いかなる【如何なる】,人や物の特徴、内容、性格、形などについて聞く時に用いる語。 | 提示された人や物の中で、何を指すかを聞く時に用いる語。 | あえて言う必要のない対象の名をはっきり挙げずに物事をさす語。 | 関連した対象を特に制限せずに言う時に用いる語。,17185
어떻다,形容詞,どうだ,考え、感じ、状態、都合などがどういうふうになっている。,70482
어렵다,形容詞,むずかしい【難しい】 | きびしい【厳しい】。たいへんだ【大変だ】 | わかりにくい【分かり難い】。りかいしがたい【理解し難い】 | まずしい【貧しい】。くるしい【苦しい】 | きむずかしい【気難しい】 | むずかしい【難しい】 | ちかよりがたい【近寄り難い】,行うのが複雑だったり、困難だったりする。 | 困難なことや苦難が多い。 | 言葉や文章を理解するのが難しい。 | 貧乏で、生活が苦しい。 | 性格が穏やかでなく、頑固である。 | 可能性が少ない。 | ある人に対し、隔たりを感じてぎくしゃくし、気兼ねする。,62232
어른,名詞,おとな【大人】。せいじん【成人】 | ねんぱいのかた【年配の方】 | おとな【大人】 | おさ・ちょう【長】。かしら【頭】 | おとうさま【お父様】,一人前になった人。 | 年齢や地位などが高い目上の人。 | 結婚した人。 | 一家や集団などで、年配で経験が多く、尊敬されている人。 | 人の父親を敬っていう語。,72574
어리다,形容詞,おさない【幼い】 | わかい【若い】 | おさない【幼い】。よわい【弱い】 | みじゅくだ【未熟だ】。ようちだ【幼稚だ】,年齢が低い。 | 年齢が比較対象より少ない。 | 動物が生まれて間もないか、植物が生えて間もないため、小さくて弱い。 | 考えが足りないか、経験が少ないか、水準が低い。,74176
어린아이,名詞,こども【子供】。じどう【児童】。しょうに【小児】,年のいかない幼い子。,70503
어린이,名詞,じどう【児童】。こども【子供】,4、5歳から小学生までの幼い子。,36698
어머니,名詞,はは【母】。ははおや【母親】。じつぼ【実母】。おかあさん【お母さん】 | ははおや【母親】。おかあさん【お母さん】 | おかあさん【お母さん】 | おかあさん【お母さん】 | おかあさん【お母さん】 | おかあさん【お母さん】。おかあさま【お母様】 | はは【母】,自分を産んだ女性。また、その人を呼ぶ語。 | 子どもをもつ女性を、子供との関係を前提に指したり呼ぶ語。 | 自分を産んだ母親のように思っている女性。また、その人を呼ぶ語。 | 自分を産んだ母親と同じ年ごろのの女性。また、その人を呼ぶ語。 | 自分の子のように愛情を注ぎ、世話をし、心配してくれる人やそのような存在を比喩的にいう語。 | 夫の母親を親しんでいう語。また、その人を呼ぶ語。 | 何かが生まれるようになった根本を比喩的にいう語。,74361
어머님,名詞,おかあさま【御母様】 | おかあさま【御母様】 | おかあさま【御母様】 | おかあさま【御母様】 | おかあさん【お義母さん】 | おかあさん【お義母さん】,自分を産んでくれた女性の尊敬語。また、その人を呼ぶ語。 | 子どもを持つ女性を、子供との関係を前提に指したり呼ぶ尊敬語。 | 自分を産んでくれた女性のように思う人を指す尊敬語。また、その人を呼ぶ語。 | 自分を産んでくれた女性と同じ年ごろの女性を親しみをこめて指したり呼ぶ尊敬語。 | 夫の母親を親しみをこめて指したり呼ぶ尊敬語。 | 妻の母親を親しみをこめて指したり呼ぶ尊敬語。,74396
